Source System,MDM Person ID,Source System ID,First Name,Middle Name,Last Name,Suffix,Previous Last Name,Gender,Nationality,Birthdate,Sport Code,Sport Code Conformed,Phone Number,Email Address,City,State,Zipcode,Country,Active
MDM,1005205,,Collin,,Granado Gomez,,,M,USA,,FSK,FSK,4589314206,,,,,,1
MDM,1005206,,L.t.,,Ducker,,,F,USA,,FSK,FSK,4589314206,,,,,,1
Competition Results,1005206,836447,L.t.,,Ducker,,,F,USA,,FSK,FSK,,,,,,,1
MDM,1005207,,Laurietta,,Bond,,,F,USA,,FSK,FSK,4589314206,,,,,,1
Competition Results,1005207,836448,Laurietta,,Bond,,,F,USA,,FSK,FSK,4589314206,,,,,,1
Competition Results,1005208,836535,TRAVIS,,Mahaney,,,M,USA,,FSK,FSK,,,,,,,1
MDM,1005208,,TRAVIS,,Mahaney,,,M,USA,,FSK,FSK,,,,,,,1
Competition Results,1005209,839861,Shari,,Mott,,,F,DOM,1985-10-27 00:00:00,ATH,ATH,,,,,,,1
MDM,1005209,,Shari,,Mott,,,F,DOM,1985-10-27 00:00:00,ATH,ATH,,,,,,,1
Competition Results,1005210,841121,Shakendrick,,Wong,,,M,USA,1994-04-23 00:00:00,TKD,TKD,6193853517,,,,,,1
MDM,1005210,,Shakendrick,,Wong,,,M,USA,1994-04-23 00:00:00,TKD,TKD,6193853517,,,,,,1
MDM,1005211,,Tucker,,Lutter,,,M,USA,,TKD,TKD,6193853517,,,,,,1
Competition Results,1005211,845022,Tucker,,Lutter,,,M,USA,,TKD,TKD,,,,,,,1
MDM,1005212,,Quinton,,Murray,,,M,USA,,WRE,WRE,9697001901,,,,,,1
Competition Results,1005212,860332,Quinton,,Murray,,,M,USA,,WRE,WRE,9697001901,,,,,,1
MDM,1005213,,Monica,,Benick,,,F,USA,1989-01-18 00:00:00,SHO,SHO,9697001901,,,,,,1
Competition Results,1005213,860613,Monica,,Benick,,,F,USA,1989-01-18 00:00:00,SHO,SHO,,,,,,,1
Competition Results,1005214,870597,KATHRYN,,Rossmeier,,,F,USA,,TRI,TRI,,,,,,,1
MDM,1005214,,KATHRYN,,Rossmeier,,,F,USA,,TRI,TRI,,,,,,,1
Competition Results,1005215,871799,Allyson,,Robinson,,,F,USA,1994-01-28 00:00:00,SWI,SWI,,,,,,,1
MDM,1005215,,Allyson,,Robinson,,,F,USA,1994-01-28 00:00:00,SWI,SWI,,,,,,,1
MDM,1005216,,NICOLE,,Biesemeyer,,,F,USA,1991-12-24 00:00:00,ROW,ROW,,,,,,,1
Competition Results,1005216,875276,NICOLE,,Biesemeyer,,,F,USA,1991-12-24 00:00:00,ROW,ROW,7532369658,,,,,,1
MDM,1005217,,Ella,,Roche,,,F,USA,1989-04-12 00:00:00,ROW,ROW,7532369658,,,,,,1
Competition Results,1005217,875299,Ella,,Roche,,,F,USA,1989-04-12 00:00:00,ROW,ROW,5317750971,,,,,,1
Competition Results,1005218,875301,Kimi,,Hopp,,,F,USA,1991-03-24 00:00:00,ROW,ROW,,,,,,,1
MDM,1005218,,Kimi,,Hopp,,,F,USA,1991-03-24 00:00:00,ROW,ROW,,,,,,,1
Competition Results,1005219,880750,ALYSON,,Hebson,,,F,USA,1994-09-12 00:00:00,SYN,SWA,,,,,,,1
MDM,1005219,,ALYSON,,Hebson,,,F,USA,1994-09-12 00:00:00,SYN,SWA,,,,,,,1
Competition Results,1005221,880779,EMILY,,Burnett,,,F,USA,,SYN,SWA,,,,,,,1
MDM,1005221,,EMILY,,Burnett,,,F,USA,,SYN,SWA,,,,,,,1
Competition Results,1005222,880794,Heivi,,Litchner,,,F,USA,,SYN,SWA,,,,,,,1
MDM,1005222,,Heivi,,Litchner,,,F,USA,,SYN,SWA,,,,,,,1
Competition Results,1005223,880807,KATHRYN,,Spangler,,,F,USA,,SYN,SWA,,,,,,,1
MDM,1005223,,KATHRYN,,Spangler,,,F,USA,,SYN,SWA,,,,,,,1
Competition Results,1005224,880820,Maria,,Saunders,,,F,USA,,SYN,SWA,,,,,,,1
MDM,1005224,,Maria,,Saunders,,,F,USA,,SYN,SWA,,,,,,,1
Competition Results,1005226,880841,Pierre,,Jenkins,,,F,USA,,SYN,SWA,3654203353,,,,,,1
MDM,1005226,,Pierre,,Jenkins,,,F,USA,,SYN,SWA,3654203353,,,,,,1
MDM,1005227,,Raf,,Sunderman,,,F,USA,,SYN,SWA,3654203353,,,,,,1
Competition Results,1005227,880844,Raf,,Sunderman,,,F,USA,,SYN,SWA,8716290148,,,,,,1
MDM,1005228,,Tayor,,Klahre,,,F,USA,,SYN,SWA,8716290148,,,,,,1
Competition Results,1005228,880859,Tayor,,Klahre,,,F,USA,,SYN,SWA,8716290148,,,,,,1
Competition Results,1005229,884603,Kali,,David,,,M,USA,,TRI,TRI,8713258485,,,,,,1
MDM,1005229,,Kali,,David,,,M,USA,,TRI,TRI,7289621922,,,,,,1
MDM,1005230,,Joel,,Kisch,,,M,USA,1987-09-15 00:00:00,ATH,ATH,7289621922,,,,,,1
Competition Results,1005230,901824,Joel,,Kisch,,,M,USA,1987-09-15 00:00:00,ATH,ATH,7289621922,,,,,,1
Competition Results,1005231,917671,Stevan,,Milligan,,,M,USA,1987-08-25 00:00:00,BOB,BOB,,,,,,,1
MDM,1005231,,Stevan,,Milligan,,,M,USA,1987-08-25 00:00:00,BOB,BOB,,,,,,,1
MDM,1005233,,Sahasra,,Winslow,,,F,USA,1990-10-06 00:00:00,BOB,BOB,,,York,,,,1
Competition Results,1005233,917722,Sahasra,,Winslow,,,F,USA,1990-10-06 00:00:00,BOB,BOB,8686244698,,,,,,1
MDM,1005234,,Rachel Dianne,,Stief,,,F,USA,1992-12-24 00:00:00,SSK,SSK,8686244698,,,,,,1
Competition Results,1005234,921644,Rachel Dianne,,Stief,,,F,USA,1992-12-24 00:00:00,SSK,SSK,8686244698,,,,,,1
MDM,1005235,,Xubo,,Addison,,,M,USA,1992-08-23 00:00:00,SKI,SKI,8686244698,,,,,,1
Competition Results,1005235,930716,Xubo,,Addison,,,M,USA,1992-08-23 00:00:00,SKI,SKI,,,,,,,1
MDM,1005236,,sharon,,Legge,,,F,USA,1955-09-30 00:00:00,SHO,SHO,8686244698,,,,,,1
Competition Results,1005236,938848,sharon,,Legge,,,F,USA,1955-09-30 00:00:00,SHO,SHO,3954514510,,,,,,1
Competition Results,1005237,957253,Nina,,Garrett,,,M,USA,1989-03-04 00:00:00,ROW,ROW,3954514510,,,,,,1
MDM,1005237,,Nina,,Garrett,,,M,USA,1989-03-04 00:00:00,ROW,ROW,3954514510,,,,,,1
Competition Results,1005238,957254,Jean Marie,,Thongtavee,,,M,USA,1990-01-02 00:00:00,ROW,ROW,,,,,,,1
MDM,1005238,,Jean Marie,,Thongtavee,,,M,USA,1990-01-02 00:00:00,ROW,ROW,,,,,,,1
MDM,1005239,,WILLIAM,,Racine,,,M,USA,1990-01-12 00:00:00,ROW,ROW,,,,,,,1
Competition Results,1005239,957259,WILLIAM,,Racine,,,M,USA,1990-01-12 00:00:00,ROW,ROW,,,,,,,1
MDM,1005240,,CHRISTOPHER,,Mastrolonardo,,,M,USA,1989-10-17 00:00:00,ROW,ROW,6978757450,,,,,,1
Competition Results,1005240,957373,CHRISTOPHER,,Mastrolonardo,,,M,USA,1989-10-17 00:00:00,ROW,ROW,,,,,,,1
Competition Results,1005241,957577,Caty,,Mcdonald,,,F,USA,1990-04-09 00:00:00,ROW,ROW,6978757450,,,,,,1
MDM,1005241,,Caty,,Mcdonald,,,F,USA,1990-04-09 00:00:00,ROW,ROW,6978757450,,,,,,1
MDM,1005242,,SARAH,,Kelley,,,F,USA,1989-03-27 00:00:00,ROW,ROW,6978757450,,,,,,1
Competition Results,1005242,957603,SARAH,,Kelley,,,F,USA,1989-03-27 00:00:00,ROW,ROW,5623124778,,,,,,1
MDM,1005243,,Janeth,,India,,,F,USA,1989-01-25 00:00:00,ROW,ROW,3623124778,,,,,,1
Competition Results,1005243,957843,Janeth,,India,,,F,USA,1989-01-25 00:00:00,ROW,ROW,3623124778,,,,,,1
Competition Results,1005259,975329,Mark,,Ferrara,,,F,USA,,TRI,TRI,3623124778,,,,,,1
MDM,1005259,,Mark,,Ferrara,,,F,USA,,TRI,TRI,3623124778,,,,,,1
MDM,1005260,,Michael Briggs,,DeHaan,,,M,USA,1993-03-24 00:00:00,SKI,SKI,5627531727,,,,,,1
Competition Results,1005260,977530,Michael Briggs,,DeHaan,,,M,USA,1993-03-24 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1005261,984499,Cormac,,Brackett,,,F,USA,,ROW,ROW,,,,,,,1
MDM,1005261,,Cormac,,Brackett,,,F,USA,,ROW,ROW,,,,,,,1
MDM,1005262,,Mackenzie,,Sherry,,,F,USA,1994-04-12 00:00:00,ROW,ROW,7148255487,,,,,,1
Competition Results,1005262,985031,Mackenzie,,Sherry,,,F,USA,1994-04-12 00:00:00,ROW,ROW,7148255487,,,,,,1
MDM,1005263,,Grej,,Schrock,,,M,USA,,ROW,ROW,,,,,,,1
Competition Results,1005263,985714,Grej,,Schrock,,,M,USA,,ROW,ROW,7148255487,,,,,,1
Competition Results,1005264,985715,STEPHEN,,Poe,,,M,USA,,ROW,ROW,5317750971,,,,,,1
MDM,1005264,,STEPHEN,,Poe,,,M,USA,,ROW,ROW,,,,,,,1
Competition Results,1005265,985717,Hayden,,Holusa,,,M,USA,,ROW,ROW,7145634091,,,,,,1
MDM,1005265,,Hayden,,Holusa,,,M,USA,,ROW,ROW,7216249867,,,,,,1
Competition Results,1005266,985721,McKenna,,Blumer,,,M,USA,,ROW,ROW,7216249867,,,,,,1
MDM,1005266,,McKenna,,Blumer,,,M,USA,,ROW,ROW,,,,,,,1
MDM,1005294,,Sydney,,<MRG><MRG>Holm,,,,,,SWI,SWI,7216249867,,,,,,1
Training Center,1005294,06D6BCB6-2BE6-E511-ADF7-005056AD000E,Sydney,,<MRG><MRG>Holm,,,,,,SWI,SWI,7216249867,,,,,,1
Athlete CRM,1005822,0033h00001AcmaJAAR,Laurissa,Jayne,Oakley,,Oakley,F,,1980-01-14 00:00:00,EQU,EQU,,loakley_02@mail.com,Jacksontown,OH,43030,USAA (the),1
Athlete CRM,1006145,0033h00001AcmcaAAB,Terrance,Louise,Wallen,,Wallen,F,USA,1965-07-09 00:00:00,ARY,ARY,7216249867,twallen@gmail.com,North Charleston,SC,29406,USAA (the),1
MDM,1006145,,Terrance,Louise,Wallen,,Wallen,F,USA,1965-07-09 00:00:00,ARY_P,ARY_P,7216249867,twallen@gmail.comv,North Charleston,SC,29406,USA,1
MDM,1006289,,Adonis,Alexander,Willis,,Willis,M,USA,2000-10-06 00:00:00,SWI_P,SWI_P,7254304171,adonis.willi@outlook.com,Damascus,OR,97089,USAA (the),1
Athlete CRM,1006289,0033h00001AcmdSAAR,Adonis,Alexander,Willis,,Willis,M,USA,2000-10-06 00:00:00,SWI_P,SWI_P,7254304171,adonis.willi@outlook.com,Damascus,OR,97089,USAA (the),1
MDM,1006302,,Gracia,Soares,Lollar,,Lollar,F,,2003-11-19 00:00:00,SWI_P,SWI_P,7254304171,glollar@gmail.com,San Diego,CA,92115,USAA (the),1
Training Center,1005298,3FAD78A3-1FE6-E511-ADF7-005056AD000E,Dana,,O'Connor,,,,,,SWI,SWI,7254304171,,,,,,1
MDM,1005298,,Dana,,O'Connor,,,,,,SWI,SWI,,,,,,,1
MDM,1005299,,Liam,,Donley,,,,,,BOB,BOB,,,,,,,1
Training Center,1005299,4C58DA19-6CE6-E511-ADF7-005056AD000E,Liam,,Donley,,,,,,BOB,BOB,,,,,,,1
Athlete CRM,1006302,0033h00001Acmd6AAB,Gracia,Soares,Lollar,,Lollar,F,,2003-11-19 00:00:00,SWI_P,SWI_P,9619788732,glollar@gmail.com,San Diego,CA,92115,USAA (the),1
Training Center,1006315,E18F0A1D-BEA9-E511-ADF7-005056AD000E,Noe,,Schmid,,,,,1998-07-13 00:00:00,SWI_P,SWI_P,9611788732,noe.schmid@yahoo.com,Michigan City,IN,46360,USA,1
Athlete CRM,1006317,0033h00001AcfFuAAJ,Dana,Hanson,Bleau,,Bleau,M,,1974-02-26 00:00:00,SOC,SOC,9619788732,dbbeau@sralabborg,Chicago,IL,60612,USAA (the),1
MDM,1006317,,Dana,Hanson,Bleau,,Bleau,M,USA,1974-02-26 00:00:00,SOC,SOC,9619788732,dbbeau@sralabborg,Chicago,IL,60612,USAA (the),1
MDM,1005303,,Victoria,,Volk,,,,,2001-09-29 00:00:00,WRE,WRE,3160218648,vvolk@gmail.com,Streetsboro,OH,44241,USA,1
Training Center,1005303,66B8850E-44E6-E511-ADF7-005056AD000E,Victoria,,Volk,,,,,2001-09-29 00:00:00,WRE,WRE,3160218648,vvolk@gmail.com,Streetsboro,OH,44241,USA,1
MDM,1008349,,SARAH,Lenore Foote,Biscoglia,,Biscoglia,F,USA,1985-12-31 00:00:00,COV,,3160218648,sarah.biscoglia@usopc.org,Monument,CO,80132,USAA (the),1
Athlete CRM,1008349,0033h00001Acd8AAAR,SARAH,Lenore Foote,Biscoglia,,Biscoglia,F,USA,1985-12-31 00:00:00,,,3160218648,sarah.biscoglia@usopc.org,Monument,CO,80132,USAA (the),1
MDM,1008358,,Kellyn,Leigh,Casey,,Casey,F,USA,1987-11-04 00:00:00,COV,,3160218648,kellyn.casey_02@sopc.org,Colorado Springs,CO,80903,USAA (the),1
Athlete CRM,1008358,0033h00001Acd8BAAR,Kellyn,Leigh,Casey,,Casey,F,USA,1987-11-04 00:00:00,,,3160218648,kellyn.casey_02@sopc.org,Colorado Springs,CO,80903,USAA (the),1
MDM,1010545,,Emma Patricia,Patricia,Bryant,,Bryant,F,USA,1999-11-06 00:00:00,WRE,WRE,3160218648,ebryant@icloud.com,Colorado Springs,CO,80909,USAA (the),1
MDM,1010545,,Emma Patricia,Patricia,Bryant,,Bryant,F,USA,1999-11-06 00:00:00,WRE,WRE,3160218648,ebryant@icloud.com,Colorado Springs,CO,80909,USAA (the),1
Training Center,1005306,8337B0F5-6BE6-E511-ADF7-005056AD000E,Jeffrey,,Paini,,,,USA,1970-12-13 00:00:00,BOB,BOB,4963452455,jpaini@jeffpain.ca,Vonun,BC,,,1
MDM,1005306,,Jeffrey,,Paini,,,,USA,1970-12-13 00:00:00,BOB,BOB,4963452455,jpaini@jeffpain.ca,Vonun,BC,,,1
MDM,1005306,,Jeffrey,,Paini,,,,USA,1970-12-13 00:00:00,BOB,BOB,4963452455,jpaini@jeffpain.ca,Vonun,BC,,,1
Training Center,1005306,8337B0F5-6BE6-E511-ADF7-005056AD000E,Jeffrey,,Paini,,,,USA,1970-12-13 00:00:00,BOB,BOB,4963452455,jpaini@jeffpain.ca,Vonun,BC,,,1
MDM,1005307,,Devon,,Ores,,,,,1998-01-27 00:00:00,WRE,WRE,5468311059,dores@cox.net,Maize,KS,67101,USA,1
Training Center,1005307,8576D0D1-43E6-E511-ADF7-005056AD000E,Devon,,Ores,,,,,1998-01-27 00:00:00,WRE,WRE,5468311059,dores@cox.net,Maize,KS,67101,USA,1
Training Center,1005308,9C7D7AEB-10E6-E511-ADF7-005056AD000E,Joaquin Alonso,,Munsch,,,,USA,2009-08-11 00:00:00,JUD,JUD,5468311059,jmunsch@gmail.com,Colorado Springs,CO,80910,USA,1
MDM,1005308,,Joaquin Alonso,,Munsch,,,,USA,2009-08-11 00:00:00,JUD,JUD,,jmunsch@gmail.com,Colorado Springs,CO,80910,USA,1
MDM,1005308,,Joaquin Alonso,,Munsch,,,,USA,2009-08-11 00:00:00,JUD,JUD,,jmunsch@gmail.com,Colorado Springs,CO,80910,USA,1
Training Center,1005308,9C7D7AEB-10E6-E511-ADF7-005056AD000E,Joaquin Alonso,,Munsch,,,,USA,2009-08-11 00:00:00,JUD,JUD,,jmunsch@gmail.com,Colorado Springs,CO,80910,USA,1
Athlete CRM,1010545,0033h00001Aclq6AAB,Emma Patricia,Patricia,Bryant,,Bryant,F,USA,1999-11-06 00:00:00,WRE,WRE,3814933495,ebryant@icloud.com,Colorado Springs,CO,80909,USAA (the),1
Athlete CRM,1010545,0033h00001Aclq6AAB,Emma Patricia,Patricia,Bryant,,Bryant,F,USA,1999-11-06 00:00:00,WRE,WRE,3814933495,ebryant@icloud.com,Colorado Springs,CO,80909,USAA (the),1
MDM,1005310,,Joey,Ervin,Shinohara,,Shinohara,M,USA,1971-10-01 00:00:00,SWI,SWI,,j-hinohaa12usaswimming.org,Englewood,CO,80111,USAA (the),1
Athlete CRM,1005310,0033h00001AcgmPAAR,Joey,Ervin,Shinohara,,Shinohara,M,USA,1971-10-01 00:00:00,SWI,SWI,,j-hinohaa12usaswimming.org,Englewood,CO,80111,USAA (the),1
Athlete Historical,1005310,50DFBF51-5723-EA11-9100-005056B5DFBC,Joey,,Shinohara,,,M,USA,1971-10-01 00:00:00,SWI,SWI,3814933495,j-hinohaa12usaswimming.org,Englewood,CO,80111,USA,1
Training Center,1005310,C0249859-20E6-E511-ADF7-005056AD000E,Joey,,Shinohara,,,,USA,1971-10-01 00:00:00,SWI,SWI,7145634091,jshinohara@usaswimming.org,Norfolk,VA,23502,,1
EMR,1005310,1949393236117610,Joey,COVID,Shinohara,,,M,,1971-10-01 00:00:00,COV,,8986769752,j-hinohaa12usaswimming.org,Englewood,CO,80111,USA,1
Athlete Historical,1005310,50DFBF51-5723-EA11-9100-005056B5DFBC,Joey,,Shinohara,,,M,USA,1971-10-01 00:00:00,SWI,SWI,8986769752,j-hinohaa12usaswimming.org,Englewood,CO,80111,USA,1
EMR,1005310,1949393236117610,Joey,COVID,Shinohara,,,M,,1971-10-01 00:00:00,COV,,8986769752,j-hinohaa12usaswimming.org,Englewood,CO,80111,USA,1
MDM,1005310,,Joey,Ervin,Shinohara,,Shinohara,M,USA,1971-10-01 00:00:00,SWI,SWI,,j-hinohaa12usaswimming.org,Englewood,CO,80111,USAA (the),1
Athlete CRM,1005310,0033h00001AcgmPAAR,Joey,Ervin,Shinohara,,Shinohara,M,USA,1971-10-01 00:00:00,SWI,SWI,,j-hinohaa12usaswimming.org,Englewood,CO,80111,USAA (the),1
Training Center,1005310,C0249859-20E6-E511-ADF7-005056AD000E,Joey,,Shinohara,,,,USA,1971-10-01 00:00:00,SWI,SWI,7253152042,jshinohara@usaswimming.org,Norfolk,VA,23502,,1
MDM,1011185,,STEPHEN,Jennings,Keck,,Keck,M,,1956-03-27 00:00:00,BAD,BAD,7253152042,skeck@usabbdminton.org,Monument,CO,80132,USAA (the),1
Athlete CRM,1011185,0033h00001AcpobAAB,STEPHEN,Jennings,Keck,,Keck,M,,1956-03-27 00:00:00,BAD,BAD,7253152042,skeck@usabbdminton.org,Monument,CO,80132,USAA (the),1
Competition Results,1005312,1948326,Gabriel,,Tait,,,M,USA,,WRE,WRE,,,,,,,1
Training Center,1005312,D3809F34-44E6-E511-ADF7-005056AD000E,Gabriel,,Tait,,,,USA,2000-05-10 00:00:00,WRE,WRE,,gtait@yahoo.com,Broadview Heights,OH,44147,USA,1
Athlete CRM,1005312,0033h00001AceM8AAJ,Gabriel Robert,,Tait,,Tait,,,2000-05-10 00:00:00,WRE,WRE,,gabrielrobert.tait@yahoo.com,,,,,1
MDM,1005312,,Gabriel Robert,,Tait,,Tait,,USA,2000-05-10 00:00:00,WRE,WRE,,gabrielrobert.tait@yahoo.com,Broadview Heights,OH,44147,USA,1
Competition Results,1005312,2013016,Gabriella,,Tait,,,M,USA,,WRE,WRE,,,,,,,1
Athlete Historical,1005312,CA81F93D-D53A-E911-8111-005056AD41B8,Gabriel Robert,,Tait,,,,,2000-05-10 00:00:00,WRE,WRE,,gabrielrobert.tait@yahoo.com,,,,,1
Athlete Historical,1023071,5015F4DB-9671-EC11-9112-005056B52599,Briana,,Coppersmith-Tubbs,,,M,USA,1993-11-01 00:00:00,ICE,ICE,3218398264,bbiana.coppersmithtubb@outlook.com,Oskarshamn,Kalmar län [SE-08],572 30,SWEDEN,1
EMR,1023277,1675331218206220,LAURA,,Snedeker,,,F,,1993-09-12 00:00:00,CYC,CYC,3218398264,,,,,,1
Training Center,1005314,E1086BA8-2AE6-E511-ADF7-005056AD000E,Fiona,,Hackworth,,,,Sweden,1992-07-18 00:00:00,ATH,ATH,3218398264,fiona.hackworth@live.se,San Diego,CA,92154,USA,1
MDM,1005314,,Fiona,,Hackworth,,,,Sweden,1992-07-18 00:00:00,ATH,ATH,3218398264,fiona.hackworth@live.se,San Diego,CA,92154,USA,1
Training Center,1005315,E2063BC9-16E6-E511-ADF7-005056AD000E,Coby,,Parrish,,,,,2016-03-09 00:00:00,GYM,GYM,3218398264,cparrish@yahoo.com,Vallejo,CA,94591,USA,1
MDM,1005315,,Coby,,Parrish,,,,,2016-03-09 00:00:00,GYM,GYM,3218398264,cparrish@yahoo.com,Vallejo,CA,94591,USA,1
Training Center,1005316,E6EC9201-33E6-E511-ADF7-005056AD000E,Jax,,Pain,,,,,,WGT,WGT,3821673361,,,,,,1
MDM,1005316,,Jax,,Pain,,,,,,WGT,WGT,3821673361,,,,,,1
MDM,1023277,,LAURA,,Snedeker,,,F,,1993-09-12 00:00:00,CYC,CYC,,,,,,,1
MDM,1101343,,Briana,,Reiser,,Reiser,M,USA,1988-10-25 00:00:00,WGT,WGT,5213726197,bbeise@outlook.com,Phoenix,AZ,85085,,1
Athlete CRM,1101343,003Do00000HF2GIIA1,Briana,,Reiser,,Reiser,M,,1988-10-25 00:00:00,WGT,WGT,7617165753,bbeise@outlook.com,,,,,1
MDM,1126504,,Cimran,,Arzyandlyn,,,,USA,2005-01-21 00:00:00,GYM,GYM,7617165753,carzzandlyn@hotmail.com,Van Nuys,CA,91406,,1
Training Center,1126504,C4FBCB15-D1B5-E811-B9B3-005056AD000E,Cimran,,Arzyandlyn,,,,USA,2005-01-21 00:00:00,GYM,GYM,,carzzandlyn@hotmail.com,Van Nuys,CA,91406,,1
MDM,1315603,,MEGAN,,SMITH,,SMITH,F,,1989-10-31 00:00:00,SWI_P,SWI_P,7617165753,msmith@gmail.com,,,,,1
Training Center,1005319,F660AFD6-19E6-E511-ADF7-005056AD000E,VICTORIA,,Brousseau,,,,,2002-10-22 00:00:00,SWI,SWI,,vbrousseau@gmail.com,Venice,CA,90291,USA,1
MDM,1005319,,VICTORIA,,Brousseau,,,,,2002-10-22 00:00:00,SWI,SWI,,vbrousseau@gmail.com,Venice,CA,90291,USA,1
MDM,1005320,,PAUL,,Ruelle,,,,,1957-06-04 00:00:00,SWI,SWI,,pruelle@icloud.com,Austin,TX,78738,USA,1
Training Center,1005320,F95032FE-0EE6-E511-ADF7-005056AD000E,PAUL,,Ruelle,,,,,1957-06-04 00:00:00,SWI,SWI,,pruelle@icloud.com,Austin,TX,78738,USA,1
MDM,1005429,,Ella,Nancy Ellen,Norinder,,Norinder,F,USA,1967-01-22 00:00:00,ROW,ROW,,enorinder@gmail.com,Boston,MA,02135,USAA (the),1
Athlete CRM,1005429,0033h00001AcmSkAAJ,Ella,Nancy Ellen,Norinder,,Norinder,F,USA,1967-01-22 00:00:00,ROW,ROW,3188876105,enorinder@gmail.com,Boston,MA,02135,USAA (the),1
Athlete Historical,1005429,060CF9DB-25E6-E511-941C-005056AD565D,Bethany Ann,Nancy Ellen,Norinder,,,F,USA,1967-01-22 00:00:00,,,3188876105,enorinder@gmail.com,Boston,MA,02135,USA,1
Athlete CRM,1005430,0033h00001AclORAAZ,THOMAS,C,Bilkova,,Bilkova,M,,1989-01-30 00:00:00,SBX_P,SBX_P,3188876105,tbblkov@outlook.com,Keene,NY,12942,USAA (the),1
EMR,1005430,1668951304006260,THOMAS,,Bilkova,,,M,,1989-01-30 00:00:00,SKI,SKI,3188876105,tbblkoa12yahoo.com,,,,,1
Athlete Historical,1005430,5F6C4F78-276A-E611-942C-005056AD69BA,Tonje,,Bilkova,,,,,1989-01-30 00:00:00,SKI,SKI,,tbilkova@hotmail.com,,,12942,,0
Training Center,1005430,6B2FAF98-7E4A-DF11-8113-001A648ADFAC,THOMAS,Claiborne,Bilkova,,,,USA,1989-01-29 00:00:00,SKI,SKI,3188876105,tbilkova@gmail.com,Keene,NY,12942,USA,1
MDM,1005430,,THOMAS,C,Bilkova,,Bilkova,M,USA,1989-01-30 00:00:00,SKI,SKI,9753045682,tbblkoa12yahoo.com,Keene,NY,12942,USA,1
Competition Results,1005430,764392,THOMAS,,Bilkova,,,M,USA,1989-01-30 00:00:00,SKI,SKI,9753045682,,,,,,1
Athlete CRM,1315603,003Do00000GXgN9IAL,MEGAN,,SMITH,,SMITH,F,,1989-10-31 00:00:00,SWI_P,SWI_P,9753045682,msmith@gmail.com,,,,,1
Athlete Historical,1005430,0B4900F3-0EE6-E511-9414-005056AD26A4,THOMAS,,Bilkova,,,M,,1989-01-30 00:00:00,SKI,SKI,9753045682,tbblkov@outlook.com,Keene,NY,12942,USA,1
MDM,1000958,,Tomas,Martin,Nolan,,Nolan,M,USA,1966-04-27 00:00:00,ATH,ATH,,tomas.noa12outlook.com,goldens bridge,NY,10526,USAA (the),1
EMR,1005430,1700494349356120,THOMAS,,<MRG>duplicate,,,M,,1989-01-30 00:00:00,,,,tbblkov@outlook.com,,,,,1
Athlete CRM,1005431,0033h00001AcmZQAAZ,Abbey,,Rowbury,,Rowbury,,,,CYC,CYC,8156282932,arowbury_02@ac.com,,,,,1
Athlete Historical,1005431,1169A2AD-18E6-E511-941C-005056AD565D,Abbey,,Rowbury,,,,,,CYC_P,CYC_P,,arowbury_02@ac.com,,,,,1
MDM,1005431,,Abbey,,Rowbury,,Rowbury,,,,CYC,CYC,8156282932,arowbury_02@ac.com,,,,,1
MDM,1005432,,Jericho,,Martinez Pichardo,,,,,,CYC_P,CYC_P,8156282932,jmartinezzichardo@gmail.com,,,,,0
Athlete Historical,1005432,130E82D3-15E6-E511-941C-005056AD565D,Jericho,,Martinez Pichardo,,,,,,CYC_P,CYC_P,8208891634,jmartinezzichardo@gmail.com,,,,,0
Athlete Historical,1005433,143E42DF-35E6-E511-941C-005056AD565D,Daniella,Krige,Schanck,,,M,USA,2002-08-27 00:00:00,TRI_P,TRI_P,8208891634,dschanc@outlook.com,Rome,GA,30121,USA,1
Athlete CRM,1005433,0033h00001AcmaNAAR,Daniella,Krige,Schanck,,Schanck,M,USA,2002-08-27 00:00:00,TRI_P,TRI_P,4239218825,dschanc@outlook.com,Rome,GA,30121,USAA (the),1
MDM,1005433,,Daniella,Krige,Schanck,,Schanck,M,USA,2002-08-27 00:00:00,TRI_P,TRI_P,,dschanc@outlook.com,Rome,GA,30121,USAA (the),1
Athlete CRM,1005434,0033h00001AcmaRAAR,Ashlynn,,Hughes,,Hughes,,,,TRI_P,TRI_P,,ashlynn.hughes@gmail.com,,,,,1
Athlete Historical,1005434,163C1E1E-36E6-E511-941C-005056AD565D,Ashlynn,,Hughes,,,,,,TRI_P,TRI_P,4239218825,ashlynn.hughes@gmail.com,,,,,1
MDM,1005434,,Ashlynn,,Hughes,,Hughes,,,,TRI_P,TRI_P,,ashlynn.hughes@gmail.com,,,,,1
EMR,1005435,1700481018306260,Brandy,,Dawejko,,,M,,1995-08-30 00:00:00,SKI,SKI,,bbawej-o@gmail.com,,,,,1
Athlete CRM,1005435,0033h00001AclOZAAZ,Brandy,James,Dawejko,,Dawejko,M,,1995-08-30 00:00:00,SBX_P,SBX_P,4239218825,bbawej-@outlook.com,big bear lake,CA,92315,USAA (the),1
Athlete CRM,1000958,0033h00001AcmJDAAZ,Tomas,Martin,Nolan,,Nolan,M,,1966-04-27 00:00:00,ATH,ATH,4239218825,tomas.noa12outlook.com,goldens bridge,NY,10526,USAA (the),1
Competition Results,1005435,1027734,Brandy,,Dawejko,,,M,USA,1995-08-30 00:00:00,SKI,SKI,8327538124,,,,,,1
